Gene	KO01	KO02	KO03	WT01	WT02	WT03
TSPAN6!ENSG00000000003.14	0.474474899948783	0.460545560047603	0.494277204583673	0.452118892576494	0.451668416849125	0.451498016653496
TNMD!ENSG00000000005.5	0	0	0	0	0	0
DPM1!ENSG00000000419.12	11.3256533098717	11.1787381789621	10.9547348835994	11.3665324326822	11.3062959003787	11.2640697119465
SCYL3!ENSG00000000457.13	9.28188080398754	9.28526745689183	9.21360225398745	9.29763018054235	9.20467717522106	9.20775294338573
C1orf112!ENSG00000000460.16	10.5904168366052	10.5502510756922	10.3721797820213	10.5411213137162	10.5827476788955	10.535831866937
FGR!ENSG00000000938.12	9.94507260950381	10.0372865047841	10.0238374516031	10.2271539356312	10.1926673341477	10.3081514585017
CFH!ENSG00000000971.15	0.232624933107771	0.234101938096082	0.247056629404426	0.225741673687832	0.233835456632823	0.241664125829878
FUCA2!ENSG00000001036.13	9.08524192630847	9.01451612765604	9.10464451265768	9.07360374946446	9.07168364461688	9.08964376621728
GCLC!ENSG00000001084.10	11.6055430193243	11.5473907104316	11.389909276361	11.5423387975598	11.5067432167589	11.4218776827544
NFYA!ENSG00000001167.14	11.3538842940136	11.324124589141	11.3111224189797	11.3683707049018	11.3415192343753	11.3505749888912
STPG1!ENSG00000001460.17	9.12828364221648	9.16584722689062	9.33379448759704	8.98795933786045	9.00207007946471	9.0944011758963
NIPAL3!ENSG00000001461.16	11.8424344618911	11.7949491317854	11.7969644636825	11.6183001561531	11.7031490067269	11.6089045894947
LAS1L!ENSG00000001497.16	12.1761342385886	12.1981030221668	12.1411389168507	12.1014146731971	12.0789286966932	12.2022379993481
ENPP4!ENSG00000001561.6	10.4985640284687	10.3064860211723	10.0928088055201	10.4014665726838	10.3920437509879	10.1327378722029
SEMA3F!ENSG00000001617.11	5.67222065280468	5.71172189872154	5.77019389607395	5.64002949641724	5.79664237839428	5.70175171028581
CFTR!ENSG00000001626.14	-1.96536324672976	-1.96831726399	-1.96785441326335	-1.96819858188612	-1.96836410571004	-1.96842803764127
ANKIB1!ENSG00000001629.9	11.4066534683904	11.3297632768841	11.3171583170189	11.3863055709013	11.3689362730563	11.2452576824183
CYP51A1!ENSG00000001630.15	8.97371905497896	9.0708199706972	9.03518034441664	9.31339380852876	9.35889834292233	9.22562865120351
KRIT1!ENSG00000001631.14	11.1249017129904	11.113655506178	11.1055329274351	11.1006176114857	11.1056101744636	11.0473674243226
